
 
 E_v_-84   
 E_v_-82   
 B_v_-81   
 D_v_-70   
 c_v_-89   
 E_v_-85   
 D_v_-72   
 B_v_-85   
 c_v_-80   
 A_v_-89   
 E_v_-92   
 B_v_-87   
 c_v_-81   
 D_v_-72   
 A_v_-87   
 E_v_-82   
 c_v_-82   
 D_v_-80   
 B_v_-73   
 A_v_-90   
 E_v_-89   
 B_v_-71   
 c_v_-81   
 D_v_-71   
 A_v_-91   
 E_v_-79   
 B_v_-79   
 D_v_-72   
 c_v_-81   
 E_v_-87   
 A_v_-85   
 B_v_-71   
 c_v_-85   
 D_v_-74   
 A_v_-83   
 E_v_-84   
 D_v_-77   
 B_v_-82   
 c_v_-81   
 A_v_-86   
 E_v_-83   
 c_v_-81   
 B_v_-70   
 D_v_-77   
 E_v_-88   
 A_v_-89   
 D_v_-90   
 B_v_-72   
 c_v_-81   
 E_v_-76   
 A_v_-85   
 D_v_-89   
 B_v_-89   
 A_v_-60   
 E_v_-87   
 B_v_-74   
 D_v_-93   
 c_v_-88   
 A_v_-75   
 E_v_-81   
 B_v_-88   
 c_v_-89   
 E_v_-78   
 A_v_-75   
 B_v_-86   
 D_v_-94   
 c_v_-93   
 E_v_-77   
 A_v_-74   
 B_v_-93   
 E_v_-77   
 A_v_-80   
 B_v_-87   
 D_v_-93   
 c_v_-94   
 E_v_-78   
 A_v_-63   
 B_v_-92   
 D_v_-89   
 c_v_-93   
 E_v_-73   
 A_v_-63   
 B_v_-85   
 D_v_-94   
 c_v_-94   
 A_v_-60   
 E_v_-79   
 B_v_-86   
 D_v_-87   
 c_v_-89   
 E_v_-79   
 A_v_-60   
 B_v_-81   
 D_v_-91   
 c_v_-90   
 A_v_-64   
 E_v_-76   
 D_v_-88   
 c_v_-89   
 B_v_-84   
 E_v_-80   
 A_v_-62   
 B_v_-80   
 c_v_-94   
 D_v_-94   
 E_v_-84   
 A_v_-57   
 B_v_-82   
 D_v_-91   
 E_v_-88   
 A_v_-62   
 B_v_-90   
 E_v_-82   
 A_v_-65   
 B_v_-82   
 D_v_-92   
 E_v_-82   
 A_v_-53   
 B_v_-88   
 D_v_-91   
 E_v_-76   
 A_v_-72   
 c_v_-88   
 D_v_-97   
 B_v_-78   
 E_v_-84   
 A_v_-70   
 c_v_-92   
 B_v_-78   
 D_v_-92   
 E_v_-76   
 A_v_-77   
 c_v_-87   
 B_v_-81   
 D_v_-96   
 E_v_-78   
 A_v_-70   
 c_v_-85   
 B_v_-79   
 D_v_-86   
 E_v_-74   
 A_v_-73   
 c_v_-83   
 D_v_-91   
 E_v_-74   
 A_v_-79   
 B_v_-78   
 c_v_-91   
 D_v_-94   
 E_v_-74   
 A_v_-77   
 B_v_-87   
 c_v_-90   
 D_v_-91   
 E_v_-82   
 A_v_-79   
 B_v_-75   
 c_v_-90   
 D_v_-90   
 E_v_-72   
 A_v_-74   
 B_v_-77   
 c_v_-89   
 D_v_-92   
 E_v_-83   
 A_v_-64   
 B_v_-85   
 c_v_-90   
 D_v_-90   
 E_v_-75   
 A_v_-89   
 B_v_-71   
 c_v_-90   
 D_v_-93   
 E_v_-74   
 A_v_-92   
 B_v_-91   
 c_v_-87   
 E_v_-69   
 A_v_-92   
 B_v_-80   
 D_v_-84   
 E_v_-66   
 A_v_-92   
 B_v_-71   
 c_v_-88   
 D_v_-89   
 E_v_-70   
 A_v_-95   
 B_v_-73   
 c_v_-90   
 D_v_-93   
 E_v_-75   
 A_v_-90   
 B_v_-72   
 c_v_-82   
 D_v_-79   
 E_v_-70   
 A_v_-88   
 B_v_-75   
 c_v_-84   
 D_v_-82   
 E_v_-69   
 A_v_-89   
 B_v_-84   
 c_v_-82   
 D_v_-93   
 E_v_-75   
 A_v_-88   
 B_v_-74   
 c_v_-91   
 D_v_-89   
 E_v_-68   
 A_v_-80   
 B_v_-70   
 c_v_-91   
 c_v_-83   
 D_v_-91   
 E_v_-70   
 A_v_-81   
 B_v_-69   
 c_v_-70   
 D_v_-67   
 E_v_-84   
 A_v_-86   
 B_v_-72   
 c_v_-80   
 D_v_-62   
 E_v_-87   
 A_v_-92   
 B_v_-77   
 c_v_-82   
 D_v_-78   
 E_v_-89   
 A_v_-93   
 B_v_-81   
 c_v_-78   
 D_v_-62   
 E_v_-91   
 A_v_-95   
 B_v_-84   
 B_v_-74   
 c_v_-87   
 D_v_-64   
 E_v_-88   
 A_v_-91   
 B_v_-92   
 D_v_-84   
 D_v_-83   
 B_v_-98   
 D_v_-84   
 c_v_-93   
 D_v_-76   
 B_v_-95   
 c_v_-97   
 D_v_-77   
 B_v_-93   
 D_v_-72   
 E_v_-91   
 B_v_-85   
 c_v_-68   
 A_v_-94   
 D_v_-75   
 E_v_-93   
 B_v_-87   
 c_v_-69   
 A_v_-96   
 D_v_-81   
 E_v_-94   
 B_v_-93   
 c_v_-71   
 A_v_-86   
 D_v_-82   
 B_v_-87   
 c_v_-83   
 A_v_-92   
 D_v_-91   
 B_v_-82   
 c_v_-82   
 A_v_-93   
 D_v_-88   
 B_v_-83   
 c_v_-77   
 A_v_-94   
 D_v_-84   
 B_v_-89   
 c_v_-79   
 A_v_-92   
 D_v_-89   
 B_v_-85   
 c_v_-75   
 A_v_-92   
 D_v_-91   
 B_v_-94   
 c_v_-75   
 E_v_-95   
 D_v_-90   
 c_v_-98   
 c_v_-96   
 c_v_-94   
 D_v_-85   
 c_v_-71   
 B_v_-83   
 D_v_-81   
 A_v_-95   
 E_v_-90   
 c_v_-79   
 B_v_-86   
 D_v_-73   
 A_v_-83   
 E_v_-95   
 c_v_-75   
 B_v_-80   
 D_v_-73   
 A_v_-85   
 E_v_-86   
 c_v_-75   
 B_v_-70   
 D_v_-82   
 A_v_-81   
 E_v_-69   
 c_v_-93   
 B_v_-74   
 D_v_-93   
 A_v_-80   
 E_v_-77   
 c_v_-87   
 B_v_-82   
 D_v_-79   
 A_v_-90   
 E_v_-75   
 c_v_-83   
 B_v_-77   
 D_v_-76   
 A_v_-85   
 E_v_-86   
 c_v_-78   
 B_v_-68   
 D_v_-69   
 A_v_-96   
 E_v_-97   
 c_v_-89   
 B_v_-81   
 D_v_-80   
 A_v_-92   
 E_v_-90   
 c_v_-79   
 B_v_-69   
 D_v_-67   
 A_v_-85   
 E_v_-81   
 c_v_-79   
 B_v_-81   
 D_v_-67   
 A_v_-86   
 E_v_-89   
 c_v_-79   
 B_v_-81   
 D_v_-67   
 A_v_-86   
 E_v_-88   
 c_v_-82   
 B_v_-78   
 D_v_-72   
 A_v_-87   
 E_v_-84   
 c_v_-81   
 B_v_-70   
 c_v_-81   
 B_v_-73   
 D_v_-66   
 A_v_-91   
 E_v_-91   
 c_v_-74   
 B_v_-81   
 D_v_-57   
 A_v_-90   
 E_v_-93   
 c_v_-69   
 B_v_-74   
 D_v_-59   
 A_v_-96   
 E_v_-90   
 c_v_-91   
 B_v_-76   
 D_v_-79   
 A_v_-85   
 E_v_-80   
 c_v_-84   
 B_v_-75   
 D_v_-88   
 A_v_-80   
 E_v_-64   
 c_v_-88   
 B_v_-64   
 A_v_-80   
 E_v_-59   
 c_v_-89   
 B_v_-67   
 D_v_-74   
 A_v_-96   
 E_v_-94   
 c_v_-83   
 B_v_-80   
 D_v_-74   
 A_v_-93   
 E_v_-88   
 c_v_-82   
 B_v_-74   
 D_v_-71   
 A_v_-91   
 E_v_-87   
 c_v_-83   
 B_v_-70   
 D_v_-68   
 A_v_-89   
 E_v_-86   
 c_v_-84   
 B_v_-75   
 D_v_-71   
 A_v_-93   
 E_v_-88   
 c_v_-84   
 B_v_-67   
 D_v_-79   
 A_v_-88   
 E_v_-91   
 c_v_-83   
 B_v_-76   
 D_v_-74   
 A_v_-89   
 E_v_-84   
 c_v_-83   
 B_v_-70   
 D_v_-70   
 A_v_-95   
 E_v_-84   
 c_v_-84   
 B_v_-69   
 D_v_-70   
 A_v_-92   
 E_v_-85   
 c_v_-85   
 B_v_-69   
 D_v_-79   
 A_v_-88   
 E_v_-89   
 c_v_-83   
 B_v_-68   
 D_v_-70   
 A_v_-98   
 E_v_-87   
 c_v_-82   
 B_v_-69   
 D_v_-69   
 A_v_-96   
 E_v_-87   
 c_v_-83   
 B_v_-74   
 D_v_-79   
 A_v_-88   
 E_v_-86   
 c_v_-84   
 B_v_-70   
 D_v_-68   
 A_v_-91   
 E_v_-86   
 c_v_-86   
 B_v_-75   
 D_v_-78   
 A_v_-91   
 E_v_-90   
 c_v_-81   
 B_v_-70   
 D_v_-69   
 A_v_-94   
 E_v_-91   
 c_v_-90   
 B_v_-69   
 D_v_-74   
 A_v_-90   
 E_v_-87   
 c_v_-87   
 B_v_-77   
 D_v_-69   
 A_v_-88   
 E_v_-92   
 c_v_-88   
 B_v_-78   
 D_v_-70   
 A_v_-95   
 E_v_-89   
 c_v_-84   
 B_v_-69   
 D_v_-71   
 A_v_-87   
 E_v_-91   
 c_v_-82   
 B_v_-69   
 D_v_-72   
 A_v_-92   
 E_v_-87   
 c_v_-83   
 B_v_-70   
 D_v_-70   
 A_v_-89   
 E_v_-91   
 c_v_-84   
 B_v_-77   
 D_v_-69   
 A_v_-90   
 E_v_-90   
 c_v_-86   
 B_v_-80   
 D_v_-69   
 A_v_-89   
 E_v_-92   
 c_v_-84   
 B_v_-72   
 D_v_-80   
 A_v_-91   
 E_v_-88   
 c_v_-85   
 B_v_-70   
 D_v_-71   
 A_v_-90   
 E_v_-90   
 c_v_-86   
 B_v_-71   
 D_v_-68   
 A_v_-91   
 E_v_-89   
 c_v_-84   
 B_v_-69   
 D_v_-78   
 A_v_-93   
 E_v_-90   
 c_v_-86   
 B_v_-81   
 D_v_-74   
 A_v_-90   
 E_v_-91   
 c_v_-84   
 B_v_-81   
 D_v_-77   
 A_v_-91   
 E_v_-91   
 c_v_-90   
 B_v_-68   
 D_v_-70   
 A_v_-90   
 E_v_-91   
 c_v_-91   
 B_v_-69   
 D_v_-69   
 A_v_-89   
 E_v_-91   
 c_v_-91   
 B_v_-77   
 D_v_-70   
 A_v_-91   
 E_v_-92   
 c_v_-86   
 B_v_-72   
 D_v_-79   
 A_v_-95   
 E_v_-88   
 c_v_-89   
 B_v_-70   
 D_v_-70   
 A_v_-91   
 E_v_-92   
 c_v_-84   
 B_v_-71   
 D_v_-80   
 A_v_-94   
 E_v_-87   
 c_v_-84   
 B_v_-70   
 D_v_-82   
 A_v_-95   
 E_v_-89   
 c_v_-91   
 B_v_-71   
 D_v_-70   
 A_v_-92   
 E_v_-95   
 c_v_-90   
 B_v_-68   
 D_v_-67   
 A_v_-92   
 E_v_-89   
 c_v_-91   
 B_v_-70   
 D_v_-82   
 A_v_-92   
 E_v_-93   
 c_v_-87   
 B_v_-81   
 D_v_-69   
 A_v_-91   
 E_v_-97   
 c_v_-94   
 B_v_-70   
 D_v_-70   
 A_v_-93   
 E_v_-91   
 c_v_-82   
 B_v_-84   
 D_v_-70   
 A_v_-90   
 E_v_-90   
 c_v_-91   
 B_v_-68   
 D_v_-76   
 A_v_-91   
 E_v_-94   
 c_v_-95   
 B_v_-84   
 D_v_-70   
 A_v_-91   
 E_v_-91   
 c_v_-83   
 B_v_-70   
 D_v_-71   
 A_v_-89   
 E_v_-91   
 c_v_-88   
 B_v_-70   
 D_v_-72   
 A_v_-91   
 E_v_-90   
 c_v_-89   
 B_v_-80   
 D_v_-75   
 A_v_-90   
 E_v_-89   
 c_v_-85   
 B_v_-70   
 D_v_-71   
 A_v_-95   
 E_v_-91   
 c_v_-86   
 B_v_-83   
 D_v_-77   
 A_v_-89   
 E_v_-90   
 c_v_-88   
 B_v_-70   
 D_v_-76   
 A_v_-92   
 E_v_-92   
 c_v_-87   
 B_v_-70   
 D_v_-70   
 A_v_-88   
 E_v_-93   
 c_v_-89   
 B_v_-70   
 D_v_-76   
 A_v_-91   
 E_v_-90   
 c_v_-82   
 B_v_-69   
 D_v_-69   
 A_v_-90   
 E_v_-91   
 c_v_-93   
 B_v_-69   
 D_v_-72   
 A_v_-92   
 E_v_-91   
 c_v_-88   
 B_v_-81   
 D_v_-70   
 A_v_-92   
 E_v_-90   
 c_v_-92   
 B_v_-71   
 D_v_-69   
 A_v_-94   
 E_v_-91   
 c_v_-80   
 B_v_-80   
 D_v_-70   
 A_v_-90   
 E_v_-94   
 c_v_-92   
 B_v_-73   
 D_v_-70   
 A_v_-95   
 c_v_-83   
 B_v_-77   
 D_v_-70   
 A_v_-91   
 E_v_-91   
 c_v_-94   
 B_v_-68   
 D_v_-78   
 E_v_-97  
